gid_nba,game_date,xid_possession,xid_chance,team_nba_off,team_nba_def,period,gameClock_start,gameClock_end,startType,outcome,score_margin,ptsScored_team,shot_fga,shot_fg,shot_fga3,shot_fg3,shot_qSP,shot_m_region,fouls_def,fouls_def_shooting,fta,fta_shooting,team_nba_winner
22200225,11/18/2022,8dfa8910-255b-59fd-a876-510c73f9bb60,f86e9c7f-a76f-536b-acde-70706895a66a,CHA,CLE,4,3.66,2.9,TO,TMO,-3,0,,,,,,,,,,,CLE
22200567,1/4/2023,a121360b-dbb4-5dcc-81cb-59bb80a983f2,ac1e4a6b-16f0-55a3-bc45-d16c834f127e,IND,PHI,5,4.1,3.48,SLOB,FOU_N,-3,0,,,,,,,1,0,,,PHI
22200690,1/20/2023,bd471bcd-a727-5789-833b-0e3c63ce4d45,7572e2c6-7e1e-5042-80a4-87d299ebf80b,LAL,MEM,4,17.8,12.94,SLOB,FOU_S,-3,2,0,0,0,0,,NRA,1,1,2,2,LAL
22200453,12/19/2022,e08a7830-9a97-5cc4-aaf3-25891c8b3a47,eb9b17b8-861f-5a05-a0e3-3da46b66a8a9,TOR,PHI,5,10.18,0,SLOB,FGX3,-3,0,1,0,1,0,29.27553398,ATB,,,,,PHI
22200219,11/16/2022,7e7bde81-ea3a-5785-96a2-b38a90826d42,a947afc9-7b3b-5815-8810-bd8faec36aa6,DEN,NYK,4,10.5,1,SLOB,FGX3,-3,0,1,0,1,0,37.38645413,ATB,,,,,NYK
22201164,4/2/2023,0fab5681-45c4-56fd-9d0c-5444896e943a,d5372ff7-89c3-5879-a60d-d79d2eed9b01,UTA,BKN,4,10.3,7.96,SLOB,FOU_B,-3,2,,,,,,,1,0,2,0,BKN
22200232,11/18/2022,e5c66f92-0954-535d-85f2-26e19583c3ba,b53ddcd6-6d00-5aa4-b948-8824edf23a43,PHX,UTA,4,11.16,4.86,FGDRB,TMO,-3,0,,,,,,,,,,,UTA
22200053,10/25/2022,40c8c2be-ed4c-5407-9f0c-10f68a4f277e,f666ddba-5250-55b1-8d8f-2f0779a4dcce,DAL,NOP,4,11.94,4.08,FGDRB,FGM,-3,2,1,1,0,0,56.21430303,RA,,,,,NOP
22200864,2/13/2023,fab9e28b-d215-52cb-a64a-d0610ba0c607,2915670d-72bf-53b4-89e3-9eb2c93d7b97,OKC,NOP,4,3.02,0,SLOB,FGX3,-3,0,1,0,1,0,26.38784754,ATB,,,,,NOP
22200993,3/9/2023,efabef60-9d3a-5cff-bc7f-1db4d67fbf32,357332cf-0717-5380-9614-277785511f82,HOU,IND,4,7,4.06,SLOB,FGM3,-3,3,1,1,1,1,20.04675811,ATB,,,,,IND
22201210,4/7/2023,e8ac6638-b1c9-5236-9da1-8991bd65a2bc,074c1504-366b-52f2-996c-8cab28f7078c,DAL,CHI,4,23.6,19.78,SLOB,FGX3,-3,0,1,0,1,0,38.72014145,ATB,,,,,CHI
22200009,10/19/2022,3da55084-f39e-568a-97df-d5ce0ec6d60b,3c832707-7da3-570f-ad67-ea3a33f53e12,NYK,MEM,5,3.2,0,SLOB,FGX3,-3,0,1,0,1,0,47.40618513,Corner,,,,,MEM
22200362,12/6/2022,251f891b-cdc9-567b-8eb4-0a5ff8cc1bba,6caa5b8f-3c1f-5029-89d6-382927a0c948,DEN,DAL,4,10.94,6.36,FTM,FOU_B,-3,2,,,,,,,1,0,2,0,DAL
22200310,11/29/2022,f66e9c8a-63c4-5df6-b53e-a332f380e976,570f4b2c-78fa-5a86-be37-bd988ba38280,GSW,DAL,4,4.1,1.2,SLOB,FGX3,-3,0,1,0,1,0,56.14767219,ATB,,,,,DAL
22200569,1/4/2023,33dc18b6-8003-5448-a06f-4277d7613ecb,dab50cd8-6614-56e9-b176-3857dedbbdf2,TOR,MIL,4,13.9,0.84,SLOB,FGM3,-3,3,1,1,1,1,44.76046857,ATB,,,,,MIL
22201007,3/11/2023,b6411d10-00bb-5f7c-b34f-63a0f11ce056,48938063-6d54-50a3-a465-c78fc29e934f,MIA,ORL,4,5,0,SLOB,FGM3,-3,3,1,1,1,1,13.68916909,ATB,,,,,ORL
22200237,11/19/2022,345bc1e6-8b6b-5bfe-b572-987a49bcf765,ac9324f6-14f3-5a5b-9e08-4a8828b9e8aa,PHI,MIN,4,4.1,0.72,SLOB,FGX3,-3,0,1,0,1,0,34.96072872,Corner,,,,,MIN
22200743,1/28/2023,3cb78faf-5a26-5464-a5fa-20247781aa2d,318e8f19-66ae-5a9a-a0b7-6cc5ad701fb0,DET,HOU,4,8,1.22,FTM,FGX3,-3,0,1,0,1,0,27.20086383,ATB,,,,,HOU
22200100,10/31/2022,fa4d7cd8-86df-580d-86a4-24e3d3ec7a46,5e6065ad-ab3d-5fb5-8e40-081d95431ac4,DET,MIL,4,17,5.72,TO,FGX3,-3,0,1,0,1,0,46.67549941,ATB,,,,,MIL
22201210,4/7/2023,674ae62e-e199-5602-ac47-39087ef798a9,2acb0958-e72b-58d5-a095-3d9f1f053eb0,DAL,CHI,4,9.22,4.54,SLOB,FGX3,-3,0,1,0,1,0,25.06419661,ATB,,,,,CHI
22201202,4/7/2023,7b26093b-38be-5000-812f-1d33d9697c56,08638e29-7fdd-591e-ad87-df373457fdab,CHA,HOU,4,8.8,0,FTDRB,FGX3,-3,0,1,0,1,0,26.36039285,ATB,,,,,HOU
22200155,11/7/2022,000c0eb8-c6e6-5a22-bbf1-c655c698ab0a,8c96d38c-66b5-53f8-89cd-936ba2b6695b,BKN,DAL,4,13.8,11.06,SLOB,FOU_B,-3,2,,,,,,,1,0,2,0,DAL
22200117,11/2/2022,abadd244-b16d-539c-ab6f-4ae0f5bc07b8,f961b8c6-769a-5d03-8ea8-805c73c44914,LAL,NOP,4,1.3,0,SLOB,FGM3,-3,3,1,1,1,1,32.00523701,Corner,,,,,LAL
22200999,3/10/2023,df4d1533-0996-54bf-a29a-9014c1f03c9b,7922ab66-9768-5f13-a812-a907dfad2f5f,WAS,ATL,4,19.5,14.68,SLOB,FGX,-3,0,1,0,0,0,70.7538824,RA,,,,,ATL
22200009,10/19/2022,3da55084-f39e-568a-97df-d5ce0ec6d60b,fdea443c-6372-526c-8c16-63a9f6a6a78f,NYK,MEM,5,4,3.22,SLOB,FOU_N,-3,0,,,,,,,1,0,,,MEM
22201121,3/26/2023,fe95bed8-a7e7-5655-9d0b-0dbc470e1e57,9b8f930e-997f-547f-b38f-8786c95bb160,GSW,MIN,4,2.4,2.08,SLOB,FOU_N,-3,0,,,,,,,1,0,,,MIN
22200848,2/11/2023,faffe285-d5e4-5b50-a843-6f14cd167a92,4b4d32e8-6b39-50b8-8d24-a77427bf5aeb,ORL,MIA,5,10.96,10.48,SLOB,Out of Bounds,-3,0,,,,,,,,,,,MIA
22200058,10/26/2022,ef52893d-c8f4-5603-9c05-febbdf3d6e25,1261e9bf-11ac-5d0e-9a9b-2b7994c86d10,CHA,NYK,5,8.08,5.6,BLOB,FGM,-3,2,1,1,0,0,34.87051889,Mid,,,,,NYK
22200497,12/25/2022,1b70a57c-8975-52f8-b173-4a714bd6eeb0,81391dd8-af34-5a24-a00e-bfd8de0e1f83,PHX,DEN,5,11.8,8.82,SLOB,FGX3,-3,0,1,0,1,0,36.69646235,Corner,,,,,DEN
22200417,12/14/2022,e98072b5-c421-5d2b-8a09-270901bc06ae,f5e34a51-e72c-52e8-9a06-c67fbe0797de,TOR,SAC,4,5.9,2.2,SLOB,FGX3,-3,0,1,0,1,0,51.67524809,ATB,,,,,SAC
22200552,1/2/2023,4cd9dff1-3d72-5fd9-ab46-da8f00300bc0,3c6c521c-9035-556d-96c8-e12a4a2b75a0,CLE,CHI,4,18.6,8.94,SLOB,FGM,-3,2,1,1,0,0,31.46329464,NRA,,,,,CLE
22200155,11/7/2022,209b406c-6c7d-5307-a74a-941349be17ec,7b350c55-e4d9-5c95-91b4-6615f8963162,BKN,DAL,4,9.8,6.74,FTM,VIO,-3,0,,,,,,,,,,,DAL
22200134,11/5/2022,f2974160-25cd-588c-b88e-0851d3654172,23403fde-2613-5d95-afbb-04f04dcea312,NOP,ATL,5,1.56,0.44,SLOB,TO,-3,0,,,,,,,,,,,ATL
22200869,2/14/2023,1741a9d3-9ccc-5c70-912a-47a73f33e9a3,dd465521-a57d-5ada-a7c9-0dd34493e500,BOS,MIL,4,7.4,3.08,SLOB,FGM3,-3,3,1,1,1,1,27.54375421,ATB,,,,,MIL
22100977,3/8/2022,f68c692b-0bb8-5460-874a-399c48a8702e,2328f2ac-6134-560d-b57f-54c3f0f291e0,ORL,PHX,4,12.7,10.92,SLOB,FOU_B,-3,2,,,,,,,1,0,2,0,PHX
22200764,1/31/2023,eebfa9bd-5184-5e0e-8f78-803994feefb1,adb9318a-a1c4-5bb5-984d-cb0cec2761bb,CLE,MIA,4,7.3,0,FTM,FGX3,-3,0,1,0,1,0,21.41533779,ATB,,,,,MIA
22101220,4/10/2022,82b41e9f-f205-5753-aa9e-b8df22ba42be,b5672646-aaae-5215-bc50-3547138e467a,DEN,LAL,5,18.5,8.7,FGDRB,FGX3,-3,0,1,0,1,0,36.50101162,ATB,,,,,LAL
22200426,12/15/2022,ddd01745-51f6-5de8-8167-f4162a90a999,c55382f1-8f85-57fd-b787-c0e20a57d89f,NOP,UTA,4,12.6,8.9,SLOB,FGX3,-3,0,1,0,1,0,43.49981378,ATB,,,,,UTA
22200816,2/7/2023,24777f3c-c141-54cd-bee6-7d29fcac804e,9b3525fc-518b-5b1a-bdc7-e0f7b736ef67,ORL,NYK,4,16,10.1,SLOB,FGM,-3,2,1,1,0,0,99.9,RA,,,,,NYK
22200258,11/22/2022,80170944-8fa6-5589-8d1c-075ffcf3fa2e,5a5601a9-ab76-5f15-b2bf-d23a476587e9,DEN,DET,4,8.2,2.3,FTM,FOU_B,-3,1,,,,,,,1,0,2,0,DET
22200780,2/2/2023,f65f1c1d-f9b9-5080-a077-82541f550980,de6646b4-6346-5766-8770-ab841e5b395f,MIA,NYK,4,19.04,12.48,TO,TO,-3,0,,,,,,,,,,,NYK
22201180,4/4/2023,641c05e0-5076-5064-9f6f-543f753cda01,b669ba15-0b6f-56dd-a5db-99c9d7c68a46,BKN,MIN,4,8.74,4.6,SLOB,FGX3,-3,0,1,0,1,0,39.57297178,Corner,,,,,MIN
22100013,10/20/2021,8434420c-7534-5269-8a78-ee72323eb848,9f6bce80-d62c-5f03-83e7-870a1e8ed6ae,POR,SAC,4,8.8,0,FTM,FGX3,-3,0,1,0,1,0,30.81927008,ATB,,,,,SAC
22200698,1/21/2023,f15b7948-e03d-52b3-86a5-da38421f3652,8eb72ca4-45a7-561b-9457-b5469b7852d7,SAC,PHI,4,4.3,2.96,SLOB,FOU_S,-3,1,0,0,0,0,,ATB,1,1,3,3,PHI
22200277,11/25/2022,35b8384b-94c3-572d-a6ee-ab176b132af3,a3dddd3b-2dbc-56e9-a921-9d86d5a48986,WAS,MIA,4,21.4,18.18,SLOB,FGM,-3,2,1,1,0,0,89.4902389,RA,,,,,MIA
22200874,2/15/2023,dacdc303-d71f-511e-b7e3-f91b4bbb9538,54a3ebe7-f66b-5bd2-a4e2-4da8e1b9d58a,CHI,IND,4,8.9,7.76,SLOB,FOU_B,-3,1,,,,,,,1,0,2,0,IND
22200889,2/23/2023,b9510f97-39aa-5192-9b9a-204818429666,e477c6b6-6c56-5400-ba24-ba69644a746a,MEM,PHI,4,14,11,FGORB,FGX3,-3,0,1,0,1,0,30.45447878,Corner,,,,,PHI
22200445,12/18/2022,8f306922-58c3-5589-be0c-20a31795e5a8,fa3d1e25-1845-5e65-94b4-4f1fbb07e0f6,BOS,ORL,4,5.3,0.44,SLOB,FGX3,-3,0,1,0,1,0,28.90110344,Corner,,,,,ORL
22200277,11/25/2022,c0fd544e-eef2-5e8f-aa1f-fec7d7d54151,0ddc9a2c-0f23-5da6-b540-9bde4ed4bcab,WAS,MIA,4,12.5,0,FTM,FGX3,-3,0,1,0,1,0,30.34493567,ATB,,,,,MIA
22200848,2/11/2023,faffe285-d5e4-5b50-a843-6f14cd167a92,1661dda4-1e48-57fb-8812-7bfa9895e135,ORL,MIA,5,18.56,10.96,FGDRB,TMO,-3,0,,,,,,,,,,,MIA
22200150,11/7/2022,1aca7ac5-34f4-5aca-891f-a37493dd2b47,4c083e39-ebe7-5766-920c-6dc64306379a,MIA,POR,4,8.5,6.28,SLOB,FGM3,-3,3,1,1,1,1,47.90402974,Corner,,,,,POR
22200558,1/2/2023,95fbdb12-335e-593c-a7a4-19a7daff739d,9410fdf4-56af-5f07-b169-f49a1cd01277,GSW,ATL,4,6.68,2.88,FGORB,FGX3,-3,0,1,0,1,0,43.44604494,Corner,,,,,GSW
22201086,3/22/2023,b267a990-87da-5697-8ad3-fb5ded02ffda,b36f0b4a-038f-5ae7-ba6f-3bc1039db938,DAL,GSW,4,8.54,3.56,SLOB,FGX,-3,0,1,0,0,0,68.2936969,RA,,,,,GSW
22201000,3/10/2023,5cf4d585-8ff2-5c1a-be99-ebd3aad1b27a,2c4a37c5-7b97-5fba-a0d2-a7b3ae488352,CLE,MIA,4,18,10.42,SLOB,FOU_S,-3,2,0,0,0,0,,RA,1,1,2,2,MIA
22200343,12/3/2022,f07b4a97-5b38-568d-9c00-8139deb18982,6a8144ae-5630-55e0-a22a-d18300302678,UTA,POR,4,6.4,4.66,FTM,FGX3,-3,0,1,0,1,0,31.04029824,ATB,,,,,POR
22200714,1/24/2023,6f3edfdf-80ba-56e7-98ff-adb4d51acbdb,e14faa1a-1328-57c1-ae27-a8d605d7676b,BOS,MIA,4,0.6,0,SLOB,FGX3,-3,0,1,0,1,0,37.40640739,ATB,,,,,MIA
22200854,2/11/2023,79bef35e-6dcc-5619-9bcf-56be11373800,5d618bc8-8aeb-546d-ad24-82eca882905e,DAL,SAC,5,18.4,12.34,SLOB,FGX3,-3,0,1,0,1,0,30.58976957,ATB,,,,,SAC
22200923,2/28/2023,962495b5-324f-5d62-a369-aa9d3598aa97,e1378607-415f-5478-bc7e-1685e229a4c0,ATL,WAS,4,8.9,2.64,SLOB,FGX3,-3,0,1,0,1,0,47.67391126,ATB,,,,,WAS
22200888,2/23/2023,5d079926-1b0c-540c-99c7-5f4783e20746,48a6a26e-818b-5674-928f-4a6b1ec2f94c,DET,ORL,4,8.7,4.48,SLOB,FGM3,-3,3,1,1,1,1,36.04164603,ATB,,,,,ORL
22200730,1/26/2023,e0363e97-9e8d-502c-af52-9e36fb5126bc,adf752db-36b7-55d0-b1bb-f011c5e9f024,BOS,NYK,5,5.7,2.04,SLOB,FGX3,-3,0,1,0,1,0,31.94891197,ATB,,,,,NYK
22201225,4/9/2023,ae5ce2dc-3761-5e47-9428-1889f8c904bf,34cb4a79-a026-5be7-8404-477b120c71ec,NOP,MIN,4,10.72,4.68,BLOB,FGX3,-3,0,1,0,1,0,27.6336414,ATB,,,,,MIN
22200156,11/7/2022,8a30d029-b220-5ee3-8d3b-19dee8776010,743b2434-7bf2-5ab0-ae79-8e12390bdc22,SAC,GSW,4,1.3,0,SLOB,FGX3,-3,0,1,0,1,0,16.38387926,ATB,,,,,GSW
22200486,12/23/2022,5d1f761a-c75d-5cff-b082-76bf93b62ac2,e1e4c0fe-2a8e-5878-814f-e270046da2eb,MIA,IND,4,16.94,14.08,SLOB,FGM3,-3,3,1,1,1,1,56.18018124,ATB,,,,,IND
22200382,12/9/2022,fadcb1e8-9afc-566f-8315-47b204abbb86,ccd2f93c-b502-537e-8c86-8544f09ab92b,LAL,PHI,4,10.5,9.2,SLOB,FOU_S,-3,2,0,0,0,0,,ATB,1,1,3,3,PHI
22200117,11/2/2022,6b3a2b1f-eee2-5623-96ff-f62551cedcf5,3c7f1524-3d29-5582-a246-48f60e54e227,LAL,NOP,4,7.8,3.06,SLOB,FGX3,-3,0,1,0,1,0,57.67967047,Corner,,,,,LAL
22100013,10/20/2021,8e5b0ae6-823d-54fa-a86a-ee66e73cccfd,e8a9ff75-9ed6-5965-b07a-32bcc057315e,POR,SAC,4,13.78,11.14,TO,FGM,-3,2,1,1,0,0,59.90778547,RA,,,,,SAC
22200026,10/21/2022,5aa56336-7edc-5296-b6a2-6a2332789e30,cf811ec2-053a-5208-9df9-9f7227f0d6fa,GSW,DEN,4,13,8.7,SLOB,FGX3,-3,0,1,0,1,0,41.31535138,ATB,,,,,DEN
22200084,10/29/2022,527a86e7-b791-56fb-8da8-89fe8fdcd969,830cf8bf-e8a8-54e0-b0cb-1c1865197850,CHI,PHI,4,18.1,13.76,SLOB,FGX,-3,0,1,0,0,0,55.03518089,RA,,,,,PHI
22200558,1/2/2023,95fbdb12-335e-593c-a7a4-19a7daff739d,de30fc91-3dc1-5fca-905e-5591acdf0cf6,GSW,ATL,4,9.5,6.68,SLOB,FGX,-3,0,1,0,0,0,34.84031195,Mid,,,,,GSW
22200865,2/13/2023,1f543943-2429-5f2b-b1be-d6b9c3c72763,6e910e3b-5c4d-5e89-8a2d-9548612e0526,DAL,MIN,4,14.8,3.42,SLOB,TO,-3,0,,,,,,,,,,,MIN
22200225,11/18/2022,8dfa8910-255b-59fd-a876-510c73f9bb60,86c3d2b4-2789-5d9e-8126-340760d906fe,CHA,CLE,4,2.8,0.58,SLOB,FGM3,-3,3,1,1,1,1,38.74361809,Corner,,,,,CLE
22200805,2/5/2023,b2770aca-0edf-5470-b6da-50d44d5bde5e,122f444a-9f45-5ce6-976d-740a4a0409f4,MEM,TOR,4,9.1,3.36,SLOB,FGX3,-3,0,1,0,1,0,27.84131876,ATB,,,,,TOR
22200115,11/2/2022,5fbcf379-cdca-5039-bcd1-62f31ad31bdd,6fe4101c-aad2-5586-9920-b0df46fccbed,UTA,DAL,4,3.1,0.92,SLOB,FGX3,-3,0,1,0,1,0,27.68934747,Corner,,,,,DAL
22200286,11/26/2022,35e7086a-87f8-5e9e-948d-984440faf02d,574807df-bafd-58e4-9a1b-5b7fa9ccd24a,DAL,TOR,4,16.64,7.7,SLOB,TO,-3,0,,,,,,,,,,,TOR
22201210,4/7/2023,674ae62e-e199-5602-ac47-39087ef798a9,7baea5df-1193-524f-8729-d5f98fb939c1,DAL,CHI,4,4.54,0,FGORB,FGX3,-3,0,1,0,1,0,33.69238065,Corner,,,,,CHI
22201046,3/16/2023,431cd2f9-7b69-5831-bcdb-6bb1c0738fb4,09609e9b-2740-5227-be9e-fc1957edebe5,ORL,PHX,4,6.1,3.4,SLOB,FGX3,-3,0,1,0,1,0,21.24274922,ATB,,,,,PHX
22200556,1/2/2023,073d8c35-da7f-5289-9955-4b446ce974ba,15493283-d04c-59ff-a9f2-0ba1d7739ab3,HOU,DAL,4,10.5,7.08,SLOB,FOU_B,-3,0,,,,,,,1,0,2,0,DAL
22200232,11/18/2022,e5c66f92-0954-535d-85f2-26e19583c3ba,52573a36-b18a-5506-9e1f-5a24f54d8a86,PHX,UTA,4,4.8,1.74,SLOB,FGX3,-3,0,1,0,1,0,17.00790895,ATB,,,,,UTA
22200009,10/19/2022,d70e2dbd-ff76-515b-8049-01692ea98f22,7ad795a7-beb4-5226-82fe-ff08c0f5fa37,NYK,MEM,4,8.4,3.06,SLOB,FGM3,-3,3,1,1,1,1,39.09243465,Corner,,,,,MEM
22200497,12/25/2022,1b70a57c-8975-52f8-b173-4a714bd6eeb0,38056a1e-4137-5436-ba32-a1244173321b,PHX,DEN,5,8.82,5.18,FGORB,TO,-3,0,,,,,,,,,,,DEN
22200889,2/23/2023,b9510f97-39aa-5192-9b9a-204818429666,8a1e0238-7666-5a3e-bd61-ea16d83be346,MEM,PHI,4,23.3,18.2,SLOB,FGX3,-3,0,1,0,1,0,58.69751163,ATB,,,,,PHI
22200848,2/11/2023,faffe285-d5e4-5b50-a843-6f14cd167a92,4467fad6-e29a-5710-8b03-d93beb2d89e3,ORL,MIA,5,10.4,3.9,SLOB,FGX3,-3,0,1,0,1,0,38.49346589,Corner,,,,,MIA
22200902,2/24/2023,1610d0fd-ca50-5e34-ad49-b71bbd27b3b0,3ddf706f-fbb9-5919-8438-9e358ffa9994,SAC,LAC,4,8.5,1.12,SLOB,FGM3,-3,3,1,1,1,1,54.6679709,Corner,,,,,SAC
22200058,10/26/2022,ef52893d-c8f4-5603-9c05-febbdf3d6e25,5425e955-7dc7-5d2f-ac56-2a77240b7570,CHA,NYK,5,19.2,12.9,SLOB,FGX3,-3,0,1,0,1,0,37.74007301,ATB,,,,,NYK
22200916,2/26/2023,b15e728c-8947-5612-9e5f-3a4e2f14d6bf,7d9bbcb2-3d8e-50d8-a31f-fd19b24d7c50,MIN,GSW,4,22.52,12.32,TO,FGX3,-3,0,1,0,1,0,46.67554899,Corner,,,,,GSW
22200026,10/21/2022,9c97e867-89e6-50db-9c8e-6669882154d3,91711d7d-43f8-5cb7-973d-ce9cec91d2a2,GSW,DEN,4,6.6,0,FTM,FGX,-3,0,1,0,0,0,42.40415342,NRA,,,,,DEN
22200616,1/10/2023,e22099b0-5be8-5ccd-923b-c4e43be34cea,27806cb9-e959-5e98-8512-47175bbe22a9,POR,ORL,4,13.66,2.38,FGORB,FGX3,-3,0,1,0,1,0,49.13748608,Corner,,,,,ORL
22200993,3/9/2023,efabef60-9d3a-5cff-bc7f-1db4d67fbf32,8ea26934-ba2d-5a6c-9ff0-9058c9a26690,HOU,IND,4,15.04,7.02,SLOB,TMO,-3,0,,,,,,,,,,,IND
22200969,3/5/2023,b3cf54a4-1b23-5cd0-a0f4-7071c1f62976,ca1611e9-d6a4-553f-a754-3e18228f5bad,BOS,NYK,4,16.2,12.98,SLOB,FGM,-3,3,1,1,0,0,65.23313359,NRA,1,1,1,1,NYK
22200903,2/25/2023,0b7d54cc-4c49-5b88-a91a-e7ac91a656a3,23f36c09-ac59-5813-b09b-4af5b68c075c,DET,TOR,4,11,4.14,SLOB,FOU_B,-3,1,,,,,,,1,0,2,0,TOR
22200795,2/4/2023,950e7440-2032-5f72-bb56-a3ff4e3f2fcb,5b383867-c3d1-5942-b6af-ab14ce26cecc,LAC,NYK,4,5.68,0,FGORB,FGM3,-3,3,1,1,1,1,43.79825227,ATB,,,,,LAC
22200393,12/10/2022,02392417-c9db-565a-91c6-1c51efe7d26f,0b99f65c-7753-5763-970b-088ec9b23419,UTA,DEN,4,9.6,1.66,FTM,FGX3,-3,0,1,0,1,0,28.35681393,ATB,,,,,DEN
22200558,1/2/2023,95fbdb12-335e-593c-a7a4-19a7daff739d,7a0ddaf5-2745-5c26-9962-5b84bc4ce748,GSW,ATL,4,2.88,0.68,FGORB,FGM3,-3,3,1,1,1,1,52.13145054,ATB,,,,,GSW
22200786,2/3/2023,58d5a808-1c90-50b7-8c19-81d40481f7af,997b0015-534a-5651-b64b-da8b5df14ed9,SAC,IND,4,20.76,8.72,FGDRB,FGX3,-3,0,1,0,1,0,37.40005962,ATB,,,,,IND
22200766,1/31/2023,826d35ca-db92-5e9d-9548-1532202f69d1,cfbd5842-f44a-5976-bb55-defd87017503,CHI,LAC,4,10.8,9.54,FTM,TO,-3,0,,,,,,,,,,,LAC
22200225,11/18/2022,e30f7f1e-3f64-5f91-bc9f-2a8a3a799923,a02242cd-56c0-5adb-be0c-0302dfc983bf,CLE,CHA,5,22.5,16.92,SLOB,FGX3,-3,0,1,0,1,0,33.07841631,ATB,,,,,CLE
22200018,10/21/2022,9680de04-e157-5e39-93d0-aa165d73ac6a,d9a02c41-1684-5d9f-97c9-36ef64839b71,IND,SAS,4,3.84,0,SLOB,FGX3,-3,0,1,0,1,0,30.92100379,ATB,,,,,SAS
22200447,12/18/2022,e3e9410a-7dc1-5eee-b254-260012eb091b,4d62761b-8d27-50ed-8ec0-87444dc91ac7,DET,BKN,4,9.3,1.92,FTM,FGX3,-3,0,1,0,1,0,27.16592673,ATB,,,,,BKN
22200630,1/12/2023,166138eb-3caa-5433-8bc2-c71c19012eed,7631b2e2-bb82-5aae-974a-83aaf2165d07,DAL,LAL,4,11.8,6.02,SLOB,FGM3,-3,3,1,1,1,1,38.71054628,ATB,,,,,DAL
22200889,2/23/2023,e67eac94-8c96-5d63-bdcb-318072120101,94692c60-7372-53f8-b331-293a89e0ad14,MEM,PHI,4,6.5,3.8,SLOB,FGX3,-3,0,1,0,1,0,27.04211279,ATB,,,,,PHI
22200913,2/26/2023,691bd368-36f5-5079-80b0-f2d8bf8b1156,7c4cb3af-4976-5904-bf11-0570ee9a48f3,DAL,LAL,4,18.1,17.44,SLOB,TO,-3,0,,,,,,,,,,,LAL
22200749,1/28/2023,fffbddcb-f0a4-5456-bf5e-597de76a85f9,f6b15504-7db1-5987-aa21-f2d38ac78fe5,BOS,LAL,4,14.8,6.02,FTM,FGX3,-3,0,1,0,1,0,52.39550675,Corner,,,,,BOS
22200987,3/8/2023,03370d1d-20a8-5032-83be-7199e5736e83,e3c0709a-128f-51a8-946a-bf9ea826ca59,MIA,CLE,4,19.76,5.28,FTDRB,FGX3,-3,0,1,0,1,0,42.2504651,ATB,,,,,CLE
22200619,1/11/2023,309b3974-eefd-5732-9351-7ccfb0c698a7,9c85f9da-5f44-5bb5-940c-242c4d4cb652,CHI,WAS,4,5.7,1.4,SLOB,FGX,-3,0,1,0,0,0,36.53519172,Mid,,,,,WAS
22201015,3/12/2023,1ef8bcd4-092b-56ea-8dc8-b377603364e0,f03c94ea-dbe9-52d6-b8a5-712b1f397d26,CHA,CLE,4,10.7,7.04,FTM,FGX3,-3,0,1,0,1,0,39.37033411,ATB,,,,,CLE
22201121,3/26/2023,fe95bed8-a7e7-5655-9d0b-0dbc470e1e57,93819632-f0a9-5de5-9537-55cd912a843e,GSW,MIN,4,2,0,SLOB,FGX3,-3,0,1,0,1,0,42.22107255,Corner,,,,,MIN
22200569,1/4/2023,346fe300-6e9d-5f26-8f81-64929027d5d5,1ede66fd-1f2e-599a-83ca-7a86d97997f1,TOR,MIL,5,10.8,1.94,SLOB,FGX3,-3,0,1,0,1,0,39.33495427,ATB,,,,,MIL
22200983,3/7/2023,4e8c6d39-4db6-55e9-81f1-c35ab488d14c,80043917-077d-5221-b3f5-d6fb49400073,UTA,DAL,4,6.68,3.8,DEFOB,FOU_B,-3,1,,,,,,,1,0,2,0,DAL
22200328,12/2/2022,1f8b6cc9-e310-515e-a68a-4a488817f62a,8454c7bb-90f6-5d76-bf22-7f438f3d3bd7,BOS,MIA,4,5.1,1.64,SLOB,FGM3,-3,3,,,,,,,,,,,MIA
22200575,1/4/2023,f70d81b1-852f-56a5-9aec-b97c47859cbc,447aed13-e6de-5d06-a641-6c5b87535e67,SAC,ATL,4,16.8,11.1,SLOB,FGX,-3,0,1,0,0,0,47.20939164,NRA,,,,,ATL
22201001,3/10/2023,96830530-99d4-5990-8d74-b06210807b5e,a594602a-6ece-59ac-87a1-b9c7e026fd98,MIN,BKN,4,1.5,0,SLOB,FGM3,-3,3,1,1,1,1,32.12641158,ATB,,,,,BKN
22200573,1/4/2023,b30865df-057a-5ea9-a122-bc907337b424,17beb1a6-099b-5dd9-bfb4-788267abeb4c,GSW,DET,4,4.2,1.1,SLOB,FGM3,-3,3,1,1,1,1,38.60909189,ATB,,,,,DET
22200616,1/10/2023,e22099b0-5be8-5ccd-923b-c4e43be34cea,86f63995-8985-5c10-a6eb-e6214f5aa44c,POR,ORL,4,2.38,0,FGORB,FGX3,-3,0,,,,,,,,,,,ORL
22200225,11/18/2022,e30f7f1e-3f64-5f91-bc9f-2a8a3a799923,8e349fa9-919f-5e79-8463-08c7c87fbde3,CLE,CHA,5,16.92,13.16,FGORB,FGM3,-3,3,1,1,1,1,54.31023928,ATB,,,,,CLE
22100977,3/8/2022,e34d8cfb-5b5c-51b6-a922-6f6fbf23be00,aca3dec9-6779-5a83-b32d-ffb05d3f65f2,ORL,PHX,4,6.9,5.48,SLOB,FGX3,-3,0,1,0,1,0,32.7327979,ATB,,,,,PHX
