gid_nba,game_date,xid_possession,xid_chance,team_nba_off,team_nba_def,period,gameClock_start,gameClock_end,startType,outcome,score_margin,ptsScored_team,shot_fga,shot_fg,shot_fga3,shot_fg3,shot_qSP,shot_m_region,fouls_def,fouls_def_shooting,fta,fta_shooting,team_nba_winner
22000524,2/28/2021,516af352-49bc-5b8c-b65c-288e349dbcb2,93432736-3633-5312-9f8f-48df0a7c9f42,BOS,WAS,4,19.7,15.04,SLOB,FGM,-3,2,1,1,0,0,61.51366155,RA,,,,,BOS
22000105,1/5/2021,a1234c1b-2d75-5342-808d-533596a689b6,6b82e5a2-ca25-5828-b074-d45c6fc4478c,LAC,SAS,4,5.7,0.8,SLOB,FGX3,-3,0,1,0,1,0,31.53120948,ATB,,,,,SAS
22000543,3/3/2021,72dc4681-723c-5c89-a2d4-e24882031447,ed598741-ee10-5a53-94e8-0b160dbbc58c,CLE,IND,4,11.64,3.86,DEFOB,FGX3,-3,0,1,0,1,0,37.11351277,ATB,,,,,IND
22000997,5/6/2021,09272232-fba4-5be2-8fb3-c843cdcad49e,382f7b55-856d-5018-9ba8-aef813090d5a,TOR,WAS,5,7.3,5.76,SLOB,FOU_B,-3,2,,,,,,,1,0,2,0,WAS
22000437,2/17/2021,b5d839a4-6bc8-57a6-8e4a-a6fa38fd26c8,08a1b6b8-ef9c-5555-9d51-2ba9e699478d,DEN,WAS,4,8.8,5.94,FTM,FOU_N,-3,0,,,,,,,1,0,,,WAS
22000611,3/16/2021,4de85145-74ab-5a6a-acd4-7234a09d044a,ffd697ba-8403-5de5-bdc8-a3dd04b1aaf2,NYK,PHI,4,15.1,11.64,SLOB,FGX3,-3,0,1,0,1,0,41.20278521,ATB,,,,,PHI
22000798,4/9/2021,884bc219-579e-5d98-a48b-18a6b76bdfee,ecc24be1-f2e7-5ae5-afa6-0640795a90e1,GSW,WAS,4,1.2,0,SLOB,EPD,-3,0,,,,,,,,,,,WAS
22000374,2/8/2021,2bac441a-dac0-5623-bff2-bf3b1f4b643b,8483d576-9b8a-5f22-ab01-5b50bc8b23ff,OKC,LAL,4,15.9,8.88,FTDRB,FGX,-3,0,1,0,0,0,52.52643003,RA,,,,,LAL
22000650,3/21/2021,88b4e794-8b2c-5498-9a51-2e0590af643c,0f905456-f666-5d97-87c2-160baf4bd6cc,NYK,PHI,4,11.7,7.84,SLOB,FGM3,-3,3,1,1,1,1,37.23262272,Corner,,,,,PHI
22000496,2/24/2021,362830ae-c351-5fca-a90e-4cca79f2a62e,1e6c8556-af9f-55cb-9003-c9a69cd0bac9,PHX,CHA,4,5.8,2.94,FTM,FOU_B,-3,1,,,,,,,1,0,2,0,CHA
22000216,1/20/2021,751b8bbf-25f8-5798-8f50-b1ed7bdbb0a4,a81fabaf-5023-5109-b0f9-07ce03d96248,CLE,BKN,5,18.3,14.72,SLOB,FGX3,-3,0,1,0,1,0,31.98112716,ATB,,,,,CLE
22000650,3/21/2021,7d7b03fd-c39e-5888-8594-45c053468413,42c1fb1f-542d-5a95-bd08-6c98b36f4a32,NYK,PHI,4,19.1,14.92,SLOB,FGX,-3,0,1,0,0,0,54.16473916,RA,,,,,PHI
22000216,1/20/2021,f2424121-dded-5991-b187-a612319da9d0,f728be90-f8f2-5524-88a0-ac8fe8a20712,CLE,BKN,5,5.28,1.26,SLOB,FGM3,-3,3,1,1,1,1,28.37681817,ATB,,,,,CLE
22000287,1/28/2021,9e27b960-58d4-5d65-9ef4-5b6ebf6aa08e,f8b99bec-9a03-5950-b6e2-76d47b2c972f,POR,HOU,4,2.1,0,SLOB,FGX3,-3,0,1,0,1,0,24.68149526,ATB,,,,,HOU
22000280,1/27/2021,fb51b73f-9c81-58b1-96c6-cfb5c043c519,a534853a-f8cf-54d7-970b-8b4eb32ad82a,BOS,SAS,4,8.6,0.74,FTM,FGX3,-3,0,1,0,1,0,51.09665214,Corner,,,,,SAS
22000783,4/7/2021,08bd0405-5925-5c37-873a-44f270afc5cf,2cfb2f1c-42ef-55c1-9d24-ff6b17e29c7d,UTA,PHX,5,10.64,9.1,SLOB,FOU_B,-3,1,,,,,,,1,0,2,0,PHX
22000175,1/14/2021,b9410446-1094-575d-a031-28f13e7fa74e,c316f7d7-cfaa-5cd8-97c0-51ebf5beb59a,CHA,TOR,4,9.84,1.54,SLOB,FGX3,-3,0,1,0,1,0,45.33618903,ATB,,,,,TOR
22000411,2/14/2021,962fb189-c8e7-50b7-9fdd-cee87370a35f,e8aa39d1-bea0-573d-8736-548b753a7a75,DAL,POR,4,6.9,2.64,SLOB,FGX3,-3,0,1,0,1,0,52.89884226,ATB,,,,,POR
22000248,1/23/2021,245ad01e-5311-5f3f-9159-13d0ac84390d,e05ff89c-cf36-5e6a-a510-76d0a7c0132d,DEN,PHX,4,12.2,0,SLOB,FGM3,-3,3,1,1,1,1,23.67216577,ATB,,,,,DEN
22000469,2/21/2021,cc272dac-f8e6-591b-9c78-3a2495d7af6a,364516cf-16c0-56f1-8475-35c2e81de537,MIN,NYK,4,20.9,17.12,SLOB,FOU_S,-3,1,0,0,0,0,,NRA,1,1,2,2,NYK
22000545,3/3/2021,56de6968-57b4-53f6-92dc-9041dbae8109,7cc945f6-5ca9-50be-b7a7-8ccf479b096e,PHI,UTA,4,21.54,6,FTM,FGM3,-3,3,1,1,1,1,36.95414288,ATB,,,,,PHI
22000618,3/17/2021,ded75d51-e5f7-5d93-b523-73e8479e84ce,fa920a23-2249-5901-a29d-8e9387b12d38,PHI,MIL,4,3,0.5,SLOB,FGM3,-3,3,1,1,1,1,66.20260872,Corner,,,,,MIL
22000034,12/27/2020,284b9012-e64f-5be6-a895-9d9f77563a2d,931c5a73-0c83-599d-8816-cf8464c8d8ef,SAS,NOP,4,10.9,2.2,SLOB,FGX3,-3,0,1,0,1,0,17.70424644,ATB,,,,,NOP
22000886,4/21/2021,44d17881-d164-5e5c-b157-aa7b992dee08,4c7cce2b-b28e-5353-a55b-a5282fb799fe,ATL,NYK,4,8.4,6.22,SLOB,FGM3,-3,3,1,1,1,1,42.23426277,Corner,,,,,NYK
22000070,1/1/2021,e9d5c22b-9f41-547e-969a-462a547e6bb4,1bac632e-550f-5f7a-a65a-1e096b1bce85,BOS,DET,4,5.6,1.54,SLOB,FGX3,-3,0,1,0,1,0,32.69533243,ATB,,,,,DET
22000706,3/28/2021,80db9cd9-8597-50ba-8825-8dd6c7bf8ff3,a804e993-474c-57f5-af49-e3303e81a5d5,ORL,LAL,4,5.3,0,SLOB,FGX3,-3,0,1,0,1,0,48.74401871,ATB,,,,,LAL
22000216,1/20/2021,f2424121-dded-5991-b187-a612319da9d0,ac3b3d09-b542-571a-acf3-7aee411750ba,CLE,BKN,5,8.94,5.28,FTM,FOU_N,-3,0,,,,,,,1,0,,,CLE
22000281,1/27/2021,a1cd710f-ee44-517b-8b7f-89884e1c52b4,7dc6743a-562f-57ef-8711-e5bc94c2e07f,PHX,OKC,4,17.8,7.06,SLOB,FGX3,-3,0,1,0,1,0,46.43567571,ATB,,,,,OKC
22000520,2/28/2021,5fa1e1d6-bb05-505e-9a66-76b4ce754769,7cfea36e-4006-5249-8adf-5cd448c9758f,LAC,MIL,4,10.3,3.52,SLOB,FGX3,-3,0,1,0,1,0,43.76619084,ATB,,,,,MIL
22000065,12/31/2020,d0fea802-81ec-5bb5-b567-17f60a4b3151,0ef533ab-f8e2-53f9-9328-cea816015ddc,SAC,HOU,4,15.6,6.54,FTM,FGX3,-3,0,1,0,1,0,48.71843839,ATB,,,,,HOU
22000374,2/8/2021,2bac441a-dac0-5623-bff2-bf3b1f4b643b,23a0878d-8b21-58b6-bafb-f835962deec8,OKC,LAL,4,7.54,1.26,JMP,FOU_S,-3,3,0,0,0,0,,ATB,1,1,3,3,LAL
22000997,5/6/2021,969ee6ad-f501-53df-a371-c1e9a52b2992,dc4fde5d-9f12-52f8-ace9-5adcec289be3,TOR,WAS,4,8.3,1.36,FTM,FGM3,-3,3,1,1,1,1,21.61194506,ATB,,,,,WAS
22000076,1/1/2021,28ea5743-afb1-5da9-bc5a-b5b9ebfe54c9,aa741559-28da-57f3-b6bd-ecf6f05bc41e,DEN,PHX,4,2.9,0,SLOB,FGX,-3,0,1,0,0,0,23.98134836,Mid,,,,,PHX
22000252,1/24/2021,af448cf2-b868-5212-b42c-d7aa5db4720d,0ec2876b-a4ae-598e-8dc8-d4992fca4869,ORL,CHA,4,19.24,10.26,FTDRB,FGM3,-3,3,1,1,1,1,46.31459099,Corner,,,,,CHA
22000695,3/27/2021,fe22e98d-01ea-5475-bb18-071ae485ef39,acfbeba3-4fb7-5f8c-95a4-41fad9393fca,MIL,NYK,4,13.42,8.02,SLOB,FGX3,-3,0,1,0,1,0,45.96062986,ATB,,,,,NYK
22000449,2/19/2021,69e4268d-bb2f-5a46-88ea-338af7088884,4f441fd3-11bd-5b95-9b71-c92047cb2c05,GSW,ORL,4,2.9,0.56,SLOB,FGX3,-3,0,1,0,1,0,46.61123588,ATB,,,,,ORL
22000878,4/20/2021,3ae429ac-4a18-5362-bda9-dda395420d90,20ae3f8a-cd4e-53fa-91bd-bf411ace0038,NOP,BKN,4,10.5,6.08,FTM,FOU_B,-3,1,,,,,,,1,0,2,0,BKN
22000022,12/26/2020,f1bed528-d66b-5220-9c0a-e319d2fc8328,ac15c03f-3609-578d-ae0f-8802df4aaecc,CHA,OKC,4,15.7,11.2,FTM,FGM3,-3,3,1,1,1,1,56.86534331,Corner,,,,,OKC
22000334,2/3/2021,42618569-819e-52ce-888c-68a89d14b33a,f0d2e68b-dd0c-53b9-91bd-d3b4e08343c3,MIN,SAS,4,18.1,8.56,FTM,FOU_N,-3,0,,,,,,,1,0,,,SAS
22000695,3/27/2021,fe22e98d-01ea-5475-bb18-071ae485ef39,970c3735-61ec-57b1-9c68-968afea6df0f,MIL,NYK,4,14.4,13.42,SLOB,FOU_N,-3,0,,,,,,,1,0,,,NYK
22000106,1/5/2021,8d330aa4-b8ef-5797-9d45-c9f533e2598d,6b18dab6-21bf-5298-818a-c546a5a0342d,POR,CHI,4,4.7,1.08,SLOB,FGX3,-3,0,1,0,1,0,32.27606328,ATB,,,,,CHI
22000225,4/23/2021,fb8ac511-a428-5904-9518-244ea6724a03,035aa569-55ca-5dfe-be27-9cc482b2311a,POR,MEM,4,3.6,2.34,SLOB,FOU_B,-3,1,,,,,,,1,0,2,0,MEM
22000891,4/21/2021,8d9607eb-0728-5d3c-bdc5-1b34e756e546,976fc6fb-d091-59f7-b8e6-8e7e6e172c13,MIN,SAC,4,1.4,0,SLOB,EPD,-3,0,,,,,,,,,,,SAC
22000634,3/19/2021,424631d4-7747-5577-9072-cd34577aef27,60e997ea-bf23-5b2a-861f-e5184f21bb67,TOR,UTA,4,12.4,6.22,FTM,FGM,-3,2,1,1,0,0,75.07849437,RA,,,,,UTA
22000288,1/29/2021,b14ba702-7988-59e9-8eae-31908a132c6d,0e776b27-b647-53b8-8117-842d08c10810,IND,CHA,4,4.04,1.68,FGORB,Out of Bounds,-3,0,,,,,,,,,,,CHA
22000797,4/9/2021,f38c6773-45e7-5fb0-a6b0-0dfd9340f6d4,1b88569d-cdac-58c9-a36c-7625e9b5aed2,SAS,DEN,4,16,10.74,SLOB,FOU_B,-3,2,,,,,,,1,0,2,0,DEN
22000191,1/16/2021,f2aa113f-8af8-5d36-9708-93db953a5f10,403f9fdf-2c0e-5c71-a644-ea5460fec918,CHA,TOR,4,3.4,0.42,SLOB,FGX3,-3,0,1,0,1,0,22.7642605,ATB,,,,,TOR
22000874,4/19/2021,290e77f1-06af-563c-910c-a2d7e0a3c519,1cb3d59b-4fd0-5d5c-9573-ef8fc0e10fd5,DEN,MEM,5,20.48,12.08,FGDRB,FGM3,-3,3,1,1,1,1,44.65417136,ATB,,,,,DEN
22000065,12/31/2020,1a09edbd-680a-51e4-a4d1-39254aaa383b,360dc0e2-5055-56c8-ad97-8ffc89381de6,SAC,HOU,4,18.8,16.38,SLOB,FGM,-3,2,1,1,0,0,99.9,RA,,,,,HOU
22000366,2/7/2021,ed9bbffe-74c8-5678-ad90-84ba2bb0dcaf,a24eaa7d-5478-5217-9987-7c21c5db9e29,LAC,SAC,4,8.38,2.08,DEFOB,FGM,-3,2,1,1,0,0,75.86603075,RA,,,,,SAC
22001080,5/16/2021,e23b2d40-e9d3-5251-b9a2-b80cb0b633f7,4bcd0817-ed10-5b3e-b170-1a91767d14c6,CHA,WAS,4,20.9,11.48,SLOB,FGX3,-3,0,1,0,1,0,45.98433843,ATB,,,,,WAS
22000611,3/16/2021,4de85145-74ab-5a6a-acd4-7234a09d044a,cad6e0cd-78fa-5703-ac44-786242f6b828,NYK,PHI,4,11.64,8.48,FGORB,TO,-3,0,,,,,,,,,,,PHI
22000720,3/30/2021,6e939030-799a-5b37-8ee0-22b1b2bba182,2de49539-0aea-5ab7-bc28-bf4b3fa6546e,LAC,ORL,4,19.2,14.86,FTM,FGX3,-3,0,1,0,1,0,46.05247451,ATB,,,,,ORL
22000504,2/26/2021,2cde27e4-a5db-57f6-90db-24396276e975,36442730-1de0-58c3-b300-cb144ae1dafb,DET,SAC,4,7.4,1.5,FTM,FGX3,-3,0,1,0,1,0,21.30425086,ATB,,,,,SAC
22000720,3/30/2021,526efd30-88a6-5bd9-beca-3e6c7b7f7df3,3215f03c-2da5-53a0-94b7-9d993defd218,LAC,ORL,4,8.98,4.9,TO,TO,-3,0,,,,,,,,,,,ORL
22000065,12/31/2020,d0fea802-81ec-5bb5-b567-17f60a4b3151,dc3cf6ad-b67b-5bdf-857c-12240598c526,SAC,HOU,4,6.54,0,FGORB,FGX3,-3,0,1,0,1,0,24.69745394,ATB,,,,,HOU
22000334,2/3/2021,42618569-819e-52ce-888c-68a89d14b33a,a0dca90f-ad9c-5648-84c2-f1e1e07230db,MIN,SAS,4,8.5,2.92,SLOB,FGX3,-3,0,1,0,1,0,32.2112927,ATB,,,,,SAS
22000798,4/9/2021,0a43fff2-0102-5cda-8fbb-3b0c013e4190,ec974529-4209-578f-b0c9-8b3dead38b87,WAS,GSW,4,19.5,8.8,FTM,FGX3,-3,0,1,0,1,0,45.69975174,ATB,,,,,WAS
22000919,4/26/2021,8bb999e8-1877-5eea-b0e4-2a6b76e1db89,f1d4a9b9-945e-504f-8e87-ab7f0e9c93bf,WAS,SAS,5,0.88,0,FGORB,EPD,-3,0,,,,,,,,,,,SAS
22000288,1/29/2021,b14ba702-7988-59e9-8eae-31908a132c6d,304d7c6a-8133-5087-8a88-8c853f464eb3,IND,CHA,4,20.44,8.7,DEFOB,FOU_N,-3,0,,,,,,,1,0,,,CHA
22000655,3/22/2021,99d8ee73-71f3-57e1-9f8f-0c4d5f79dffe,8cfac140-7094-597f-b341-48b1f7498f15,SAS,CHA,4,8.3,5.56,SLOB,FGX3,-3,0,1,0,1,0,54.11697529,ATB,,,,,CHA
22000734,4/1/2021,796a8f48-f7a7-520a-913a-6d2483aa9e74,dc0f88e1-8ec3-5fae-86e6-78f64b9495f1,NOP,ORL,5,16.9,12.2,SLOB,FGX,-3,0,1,0,0,0,67.55513059,RA,,,,,ORL
22000449,2/19/2021,40a88bde-7ec5-568f-b60c-ce6af75feffa,700ae806-e322-50f3-95a4-ba7c40353868,GSW,ORL,4,16.4,3.66,FTM,FGX3,-3,0,1,0,1,0,49.38481022,ATB,,,,,ORL
22000798,4/9/2021,0a43fff2-0102-5cda-8fbb-3b0c013e4190,82df71a9-5b84-5359-9616-7d5131992fb7,WAS,GSW,4,8.8,6.16,FGORB,FGM3,-3,4,1,1,1,1,43.30063807,Corner,1,1,1,1,WAS
22000720,3/30/2021,6e939030-799a-5b37-8ee0-22b1b2bba182,0f34eb85-eae1-57c4-ab66-f8dd8887f831,LAC,ORL,4,14.86,9.46,FGORB,FGX3,-3,0,1,0,1,0,44.08837432,Corner,,,,,ORL
22000437,2/17/2021,b5d839a4-6bc8-57a6-8e4a-a6fa38fd26c8,8a53b0e0-6629-598e-a18a-021fe4807a6d,DEN,WAS,4,5.9,2.12,SLOB,FGM3,-3,3,1,1,1,1,41.92966749,ATB,,,,,WAS
22000988,5/4/2021,29494330-7cd3-50b5-8d52-2c2d9e0c82f3,aa103568-2704-513d-bd2f-5591d9f88270,OKC,SAC,4,18.14,7.12,FGM,FGX3,-3,0,1,0,1,0,37.38290891,ATB,,,,,SAC
22000033,12/27/2020,6fd8cdf4-9343-5afc-9bc5-3a58cf7b3c11,0326f5c0-5227-5817-929f-eaefacddb8a9,WAS,ORL,4,16.1,8.44,FTM,FGX3,-3,0,1,0,1,0,30.67023429,ATB,,,,,ORL
22001015,5/8/2021,ed2f7d2c-531a-5e1b-8cea-998381d87521,f1001af5-f6b4-5c37-b9f1-412bd2277e73,DEN,BKN,4,21,15.62,FTLINE,JMP,-3,0,,,,,,,,,,,BKN
22000564,2/17/2021,6554eff7-f91f-5462-8a53-8869cdc37270,7c652d6c-241c-556e-8392-23129897c306,DET,CHI,4,7.9,0,FTDRB,FGX3,-3,0,1,0,1,0,22.7383643,ATB,,,,,CHI
22000331,2/3/2021,4be9c195-a6dd-587b-be5f-e36748eed2af,84d378bf-4b0b-5126-bdc0-624979f53b49,MIA,WAS,4,5.84,0,SLOB,FGX3,-3,0,1,0,1,0,39.44048395,ATB,,,,,WAS
22000175,1/14/2021,b9410446-1094-575d-a031-28f13e7fa74e,2f897932-6743-5768-8e0e-585e0e9b9021,CHA,TOR,4,1.54,0,FGORB,FGX3,-3,0,1,0,1,0,23.45375588,Corner,,,,,TOR
22000967,5/2/2021,eb61fbb8-a1da-56ba-b0b1-9102f1559720,19390e95-a365-5865-8744-218f4b7111ac,BKN,MIL,4,3.6,1.06,SLOB,FGX3,-3,0,1,0,1,0,46.50893254,ATB,,,,,MIL
22000119,1/7/2021,e27a1ddb-3e02-587b-af89-5b4ed7bbbc30,b9e63724-2896-56b2-a734-596d64be7e42,MEM,CLE,4,10.6,3.22,SLOB,FGX3,-3,0,1,0,1,0,36.9925978,Corner,,,,,CLE
22000479,2/22/2021,d86434f3-4850-58e3-8556-3e410ffddb59,c21c9ccf-9d3a-56a7-891e-3cb4a5e22224,LAL,WAS,5,3.98,1.1,FGORB,FGX3,-3,0,1,0,1,0,21.67796864,Corner,,,,,WAS
22000465,2/21/2021,12f190fa-0313-54f9-83cc-c485d42c0a24,321c040a-f849-54e5-933e-76cadec4fe3c,BOS,NOP,5,8.3,5.28,FTDRB,FOU_B,-3,0,,,,,,,1,0,2,0,NOP
22000695,3/27/2021,fe22e98d-01ea-5475-bb18-071ae485ef39,07f54cf4-0c71-561b-82f5-acbf074afebc,MIL,NYK,4,21.86,14.46,FGDRB,TMO,-3,0,,,,,,,,,,,NYK
22000768,4/5/2021,bb035f1a-aa34-58ac-adbb-7987328c94fd,7580524c-7ed8-5410-9157-fec3d40fc647,HOU,PHX,4,5,3.5,SLOB,FOU_B,-3,2,,,,,,,1,0,2,0,PHX
22001015,5/8/2021,ed2f7d2c-531a-5e1b-8cea-998381d87521,f08e011d-2246-5996-a03c-d215f2b91ede,DEN,BKN,4,15.3,11.78,JMP,FGX,-3,0,1,0,0,0,31.32221551,NRA,,,,,BKN
22000709,3/29/2021,737f5347-749e-5e3c-abd0-c3793ca4026a,4c358dab-fd7e-5643-8313-f28616fc034e,MIN,BKN,4,14,9.38,SLOB,FGX3,-3,0,1,0,1,0,31.31506677,ATB,,,,,BKN
22000637,3/19/2021,2f899fc3-269a-5e9b-9601-724d9d10251f,9e36692e-32f1-55c4-8cc0-458a3af197b8,DEN,CHI,4,16,0.46,FTM,FGM3,-3,3,1,1,1,1,55.5162542,Corner,,,,,DEN
22000666,3/23/2021,58baaada-dc51-510e-843d-7ff526e0e060,bf4de384-6fad-53f2-a404-a25a6152b74a,POR,BKN,4,15.24,7.88,TO,FOU_B,-3,1,,,,,,,1,0,2,0,BKN
22000142,1/10/2021,355b3398-cdec-51cc-894f-39f0b0f8307f,2e640e1b-24da-57e3-9c51-f26fc0d7182e,CHI,LAC,4,15.2,6.14,FTM,FGX3,-3,0,1,0,1,0,37.31235452,ATB,,,,,LAC
22000919,4/26/2021,8bb999e8-1877-5eea-b0e4-2a6b76e1db89,25dbe293-0253-566c-8620-10e691c88dc5,WAS,SAS,5,5.3,0.88,SLOB,FGX3,-3,0,1,0,1,0,35.85911738,ATB,,,,,SAS
22000503,2/25/2021,6e6eb9d4-e787-5a93-a19f-cbaa38b5d0b8,c01f40be-c7cd-5f8a-b1f4-a5f40f9a8f5c,NOP,MIL,4,13.04,2.68,TO,TO,-3,0,,,,,,,,,,,MIL
22000496,2/24/2021,362830ae-c351-5fca-a90e-4cca79f2a62e,d531d479-6844-5d6e-bdbc-472bd96a9d6e,PHX,CHA,4,1.2,0,FTLINE,FGX3,-3,0,1,0,1,0,35.02716759,ATB,,,,,CHA
22000734,4/1/2021,796a8f48-f7a7-520a-913a-6d2483aa9e74,64b27979-aaf1-5cdf-8c2d-5a56a375067e,NOP,ORL,5,12.2,4.92,FGORB,FGX3,-3,0,1,0,1,0,28.91118276,ATB,,,,,ORL
22000923,4/26/2021,2d6b963a-11fe-5591-afea-2d638cde4832,67aef284-92ea-5d97-a966-1b2c6732c9dc,UTA,MIN,4,15.6,12.34,FTM,FOU_B,-3,1,,,,,,,1,0,2,0,MIN
22001030,5/10/2021,3af64869-b5be-5b67-be8b-accd71b08b97,2e3d4b35-41a8-5047-936a-0ede392097f2,UTA,GSW,4,5.4,0.18,SLOB,FGX3,-3,0,1,0,1,0,30.15535182,Corner,,,,,GSW
22000997,5/6/2021,3f26b93e-add6-52d7-86be-3981ec4d56f9,3b8733bd-120b-5ade-a2da-c8e7f7d77a36,TOR,WAS,4,15.1,10.78,SLOB,FGM,-3,2,1,1,0,0,71.86160189,RA,,,,,WAS
22000634,3/19/2021,e47d96fc-ea18-5dec-a80b-27d433a52485,2d3d92bf-5c5e-5702-ab26-e946a28ab367,TOR,UTA,4,3.54,0.6,DEFOB,FGX3,-3,0,1,0,1,0,33.72028644,ATB,,,,,UTA
22200725,1/25/2023,3712b37c-3234-514b-9521-8e0e2453190f,b8509d03-89b8-5a7a-b559-eeca2979751f,OKC,ATL,4,14.5,9.04,FTM,FGX,-3,0,1,0,0,0,60.40692862,RA,,,,,ATL
22200568,1/4/2023,3995002b-11cd-575c-ac66-ac2cec02776f,8e488899-495c-5772-9e47-062fb4a0b094,SAS,NYK,4,3.5,0,SLOB,EPD,-3,0,,,,,,,,,,,NYK
22200888,2/23/2023,3f5d612e-e263-5b83-966f-9a6dc7ea3bde,bc1fbd3b-c0f6-5406-a287-5aafc808ac53,DET,ORL,4,16.9,9.56,SLOB,FGM,-3,2,1,1,0,0,44.75436332,NRA,,,,,ORL
22200795,2/4/2023,950e7440-2032-5f72-bb56-a3ff4e3f2fcb,b7134e06-1c4c-55c0-80ec-a062fa48d0c1,LAC,NYK,4,18.92,5.68,FGM,FGX3,-3,0,1,0,1,0,46.60694587,ATB,,,,,LAC
22200453,12/19/2022,e08a7830-9a97-5cc4-aaf3-25891c8b3a47,8fa7acd8-e9a6-55a0-aa37-e2fbf3236b70,TOR,PHI,5,12.2,10.18,SLOB,FOU_N,-3,0,,,,,,,1,0,,,PHI
22200730,1/26/2023,e0363e97-9e8d-502c-af52-9e36fb5126bc,567aa337-668c-50b8-b43f-c22aa83b9f0e,BOS,NYK,5,2.04,0,FGORB,FGX3,-3,0,1,0,1,0,32.66956402,ATB,,,,,NYK
22200563,1/3/2023,ca5228aa-bc88-5e0a-82a3-bb46897ddfdd,7feb8ca4-8c21-5ac8-84fb-4054ad60a555,UTA,SAC,4,21.14,16.12,SLOB,FOU_S,-3,3,0,0,0,0,,ATB,1,1,3,3,SAC
22200169,11/9/2022,806c5dfe-2404-54c5-8fa7-543305be7776,770b0c33-64f4-5e8a-ad1d-225edc7a22e0,SAS,MEM,5,17.1,14.38,TO,FGM,-3,2,1,1,0,0,76.81612044,RA,,,,,MEM
22200638,1/13/2023,8ae8371e-5fa9-5645-940e-933eeeb5ce0a,741a4650-7025-5c37-a67c-c4621c98b8e0,ORL,UTA,4,11.8,5.86,FTM,FGX3,-3,0,1,0,1,0,38.55994393,ATB,,,,,UTA
22200542,12/31/2022,9caefdb3-8aff-5f4d-aa1b-6ae11abdf9b2,ec5cd5fc-dad9-5295-b18f-439f95567302,SAS,DAL,4,4.5,3.68,SLOB,FOU_B,-3,1,,,,,,,2,0,4,0,DAL
22200500,12/26/2022,739bbbde-a235-5cbe-8fef-9458e344a8b0,4ee470ed-df11-55df-86c4-06ea96f52ea1,MIN,MIA,4,2.5,2.4,SLOB,TO,-3,0,,,,,,,,,,,MIA
22201052,3/17/2023,43b95de4-f6aa-53cd-a9ac-10e80ecf84c3,ff94cc91-b087-5416-99d4-5319f90e0da7,MEM,SAS,4,7.84,1.8,TO,FGM3,-3,3,1,1,1,1,50.18087282,Corner,,,,,MEM
22200058,10/26/2022,ef52893d-c8f4-5603-9c05-febbdf3d6e25,1fa6df78-0f32-56bd-ba52-b8cae24abd6a,CHA,NYK,5,12.9,8.08,BLOB,FGX,-3,0,1,0,0,0,32.72462955,NRA,,,,,NYK
22200598,1/8/2023,e6aa02a5-7707-548c-8795-6f9469a19287,dd54a3e8-4987-5e1d-8956-78e2e849922f,CHA,IND,4,21.8,12.34,FTM,FGX,-3,0,1,0,0,0,67.20325893,RA,,,,,IND
22200567,1/4/2023,a121360b-dbb4-5dcc-81cb-59bb80a983f2,ed6b0773-1dce-5e76-b274-7d6487584f6a,IND,PHI,5,3.44,1.46,SLOB,FGX3,-3,0,1,0,1,0,11.17291152,ATB,,,,,PHI
22200155,11/7/2022,209b406c-6c7d-5307-a74a-941349be17ec,139d574f-6793-5257-88e7-7af50391eaad,BKN,DAL,4,6.7,5.68,SLOB,FOU_S,-3,1,0,0,0,0,,ATB,1,1,3,3,DAL
22200864,2/13/2023,fab9e28b-d215-52cb-a64a-d0610ba0c607,520d8d82-a70a-55e5-bcc2-2031ae3bfbef,OKC,NOP,4,3.8,3.02,SLOB,TO,-3,0,,,,,,,,,,,NOP
22200923,2/28/2023,962495b5-324f-5d62-a369-aa9d3598aa97,0c215c3f-aabf-5f75-9a7e-a342863a6fe5,ATL,WAS,4,2.64,0,FGORB,FGX3,-3,0,1,0,1,0,41.44882824,ATB,,,,,WAS
22200546,12/31/2022,d0231294-1a89-5b78-b81d-e4d09467f978,19cb772b-637a-5357-9718-f4aa9d48456c,UTA,MIA,4,12.14,6.4,SLOB,FOU_S,-3,3,0,0,0,0,,ATB,1,1,3,3,MIA
22200207,11/15/2022,016f4782-6db1-5134-b9f1-61412288a465,518ece1b-c908-5318-bb2e-14e59d5388e8,LAC,DAL,4,7,4.22,SLOB,FOU_B,-3,1,,,,,,,1,0,2,0,DAL
22201149,3/31/2023,756c43e7-e49b-5616-b711-3baa8623f77b,75cd23fb-cbda-5eb4-aac8-4bf2666a4769,OKC,IND,4,7.3,6.8,SLOB,FOU_B,-3,2,,,,,,,1,0,2,0,IND
22200389,12/10/2022,a67a49dc-4a10-57d7-b358-a54f6054bc05,8eba0240-cd52-59c7-8476-0bb742b01cb5,WAS,LAC,4,23.8,18.5,SLOB,FGX3,-3,0,1,0,1,0,30.41641395,ATB,,,,,LAC
22200221,11/17/2022,f8641f44-daf0-5ecf-91cb-8a2151940f3d,ae79f2d9-4b6b-5e60-9c03-bad76f84dc77,POR,BKN,4,14.9,6.56,FTM,FGM,-3,3,1,1,0,0,59.72287416,RA,1,1,1,1,BKN
22200512,12/27/2022,7fc9a4e0-586d-53e1-a9ab-eccf9173d818,00b8af33-d52b-575b-a678-ab7308ba2161,DAL,NYK,4,7.7,4.24,FTM,FOU_B,-3,1,,,,,,,1,0,2,0,DAL
